ID,Prob1
0, 0.103298
1, 0.717310
2, 0.522100
3, 0.002330
4, 0.001625
5, 0.004605
6, 0.004396
7, 0.998333
8, 0.984551
9, 0.464954
10, 0.875474
11, 0.060285
12, 0.287376
13, 0.017747
14, 0.003728
15, 0.170912
16, 0.100097
17, 0.011896
18, 0.018443
19, 0.136536
20, 0.371033
21, 0.077419
22, 0.087502
23, 0.006615
24, 0.791168
25, 0.721049
26, 0.912082
27, 0.075647
28, 0.787475
29, 0.228721
30, 0.995533
31, 0.853351
32, 0.012915
33, 0.058300
34, 0.002330
35, 0.068258
36, 0.018415
37, 0.012190
38, 0.008361
39, 0.845603
40, 0.013855
41, 0.719349
42, 0.160294
43, 0.010908
44, 0.012290
45, 0.064201
46, 0.189829
47, 0.122042
48, 0.556951
49, 0.002380
50, 0.058488
51, 0.013823
52, 0.057847
53, 0.205532
54, 0.019581
55, 0.187765
56, 0.123481
57, 0.006557
58, 0.020910
59, 0.014133
60, 0.447981
61, 0.000898
62, 0.149236
63, 0.400343
64, 0.136536
65, 0.000820
66, 0.000932
67, 0.005226
68, 0.988364
69, 0.842833
70, 0.208037
71, 0.027857
72, 0.859945
73, 0.397506
74, 0.096768
75, 0.001977
76, 0.342058
77, 0.814152
78, 0.020481
79, 0.031138
80, 0.032703
81, 0.001625
82, 0.081993
83, 0.079936
84, 0.980780
85, 0.145965
86, 0.739219
87, 0.978397
88, 0.099764
89, 0.052652
90, 0.015948
91, 0.998589
92, 0.011726
93, 0.088426
94, 0.002330
95, 0.106051
96, 0.473718
97, 0.041227
98, 0.048688
99, 0.973113
100, 0.338967
101, 0.008255
102, 0.850536
103, 0.027576
104, 0.000954
105, 0.704674
106, 0.440789
107, 0.004986
108, 0.068417
109, 0.962688
110, 0.678776
111, 0.003577
112, 0.505957
113, 0.196953
114, 0.019371
115, 0.195386
116, 0.131767
117, 0.727288
118, 0.237074
119, 0.047937
120, 0.853603
121, 0.759040
122, 0.004227
123, 0.018158
124, 0.041485
125, 0.027912
126, 0.233409
127, 0.002330
128, 0.207625
129, 0.014168
130, 0.022633
131, 0.996667
132, 0.006736
133, 0.287376
134, 0.023486
135, 0.487987
136, 0.003678
137, 0.025677
138, 0.088252
139, 0.012915
140, 0.096778
141, 0.154062
142, 0.167391
143, 0.007080
144, 0.047422
145, 0.046270
146, 0.159040
147, 0.007817
148, 0.997282
149, 0.007710
150, 0.014979
151, 0.082441
152, 0.865924
153, 0.008723
154, 0.025213
155, 0.002330
156, 0.009246
157, 0.137904
158, 0.016575
159, 0.004097
160, 0.001860
161, 0.010199
162, 0.024929
163, 0.195726
164, 0.964313
165, 0.014884
166, 0.076151
