ID,Prob1
0, 0.235568
1, 0.585830
2, 0.523613
3, 0.158602
4, 0.161613
5, 0.164601
6, 0.159828
7, 0.836968
8, 0.817213
9, 0.486301
10, 0.796717
11, 0.691846
12, 0.301114
13, 0.169873
14, 0.159695
15, 0.309704
16, 0.187621
17, 0.167161
18, 0.169462
19, 0.240637
20, 0.496743
21, 0.186540
22, 0.225248
23, 0.163738
24, 0.679963
25, 0.620269
26, 0.784847
27, 0.226413
28, 0.692334
29, 0.340520
30, 0.837082
31, 0.790363
32, 0.181068
33, 0.175012
34, 0.163637
35, 0.230031
36, 0.260169
37, 0.172273
38, 0.164715
39, 0.720125
40, 0.169387
41, 0.662751
42, 0.275033
43, 0.163566
44, 0.164495
45, 0.192024
46, 0.277404
47, 0.243274
48, 0.526908
49, 0.163595
50, 0.187844
51, 0.174465
52, 0.196411
53, 0.333738
54, 0.184603
55, 0.285716
56, 0.303642
57, 0.163421
58, 0.183827
59, 0.170514
60, 0.381535
61, 0.158633
62, 0.347230
63, 0.389246
64, 0.255622
65, 0.158343
66, 0.158124
67, 0.167799
68, 0.823211
69, 0.677951
70, 0.274898
71, 0.179067
72, 0.663942
73, 0.426728
74, 0.183399
75, 0.162417
76, 0.378256
77, 0.673720
78, 0.172340
79, 0.187607
80, 0.175524
81, 0.161248
82, 0.215394
83, 0.194519
84, 0.836103
85, 0.313239
86, 0.667758
87, 0.827900
88, 0.212999
89, 0.273245
90, 0.168209
91, 0.837216
92, 0.170873
93, 0.229786
94, 0.161348
95, 0.226269
96, 0.548623
97, 0.205137
98, 0.190671
99, 0.833004
100, 0.381280
101, 0.164219
102, 0.705352
103, 0.178127
104, 0.160632
105, 0.599769
106, 0.542839
107, 0.162155
108, 0.209743
109, 0.805339
110, 0.637413
111, 0.171558
112, 0.421513
113, 0.214390
114, 0.190343
115, 0.313277
116, 0.257168
117, 0.616531
118, 0.332994
119, 0.183914
120, 0.746901
121, 0.647558
122, 0.163047
123, 0.170801
124, 0.173055
125, 0.182046
126, 0.375816
127, 0.162167
128, 0.372444
129, 0.168103
130, 0.199365
131, 0.836009
132, 0.164011
133, 0.337741
134, 0.188365
135, 0.531776
136, 0.158817
137, 0.179681
138, 0.167848
139, 0.168996
140, 0.254934
141, 0.297895
142, 0.287011
143, 0.161029
144, 0.186360
145, 0.175644
146, 0.273862
147, 0.174085
148, 0.834928
149, 0.171470
150, 0.168667
151, 0.205299
152, 0.460690
153, 0.163460
154, 0.169879
155, 0.161624
156, 0.176714
157, 0.243006
158, 0.171901
159, 0.166999
160, 0.158402
161, 0.163699
162, 0.175688
163, 0.257100
164, 0.828282
165, 0.175273
166, 0.217114
167, 0.531129
168, 0.653639
169, 0.380969
170, 0.158471
171, 0.176829
172, 0.471891
173, 0.316863
174, 0.265121
175, 0.206707
176, 0.335347
177, 0.167951
178, 0.173761
179, 0.649455
180, 0.285781
181, 0.170392
182, 0.258481
183, 0.166283
184, 0.158688
185, 0.161597
186, 0.183137
187, 0.163415
188, 0.234515
189, 0.429234
190, 0.182751
191, 0.795039
192, 0.209945
193, 0.191811
194, 0.445052
195, 0.183694
196, 0.196962
197, 0.194124
198, 0.209060
199, 0.340110
200, 0.179164
201, 0.836389
202, 0.596870
203, 0.161668
204, 0.170934
205, 0.179164
206, 0.158043
207, 0.171040
208, 0.161159
209, 0.223809
210, 0.163293
211, 0.199228
212, 0.431130
213, 0.165491
214, 0.420959
215, 0.179230
216, 0.162956
217, 0.162508
218, 0.553195
219, 0.295516
220, 0.712360
221, 0.181163
222, 0.217403
223, 0.639279
224, 0.179524
225, 0.325990
226, 0.203915
227, 0.165448
228, 0.193048
229, 0.167920
230, 0.173731
231, 0.226264
232, 0.760731
233, 0.221633
234, 0.340386
235, 0.165856
236, 0.333682
237, 0.161737
238, 0.337980
239, 0.177348
240, 0.665662
241, 0.705223
242, 0.832176
243, 0.305333
244, 0.612963
245, 0.170123
246, 0.431499
247, 0.177094
248, 0.168366
249, 0.248434
250, 0.167481
251, 0.177000
252, 0.578238
253, 0.161659
254, 0.173103
255, 0.166957
256, 0.188174
257, 0.175839
258, 0.557290
259, 0.201239
260, 0.188518
261, 0.492487
262, 0.371839
263, 0.247981
264, 0.206988
265, 0.323419
266, 0.164039
267, 0.168651
268, 0.412716
269, 0.772601
270, 0.163756
271, 0.169840
272, 0.327899
273, 0.232196
274, 0.400959
275, 0.575444
276, 0.177476
277, 0.167531
278, 0.190432
279, 0.174801
280, 0.622860
281, 0.161124
282, 0.159282
283, 0.220826
284, 0.161099
285, 0.162033
286, 0.221463
287, 0.158978
288, 0.288636
289, 0.556420
290, 0.181344
291, 0.294008
292, 0.162849
293, 0.161200
294, 0.159366
295, 0.167152
296, 0.408203
297, 0.178186
298, 0.263518
299, 0.168623
300, 0.162280
301, 0.190485
302, 0.302486
303, 0.334403
304, 0.175605
305, 0.381692
306, 0.173917
307, 0.165088
308, 0.159282
309, 0.164402
310, 0.820973
311, 0.264221
312, 0.711608
313, 0.290844
314, 0.593414
315, 0.161776
316, 0.165134
317, 0.390782
318, 0.210223
319, 0.338354
320, 0.220046
321, 0.172666
322, 0.204573
323, 0.233511
324, 0.765672
325, 0.162092
326, 0.320482
327, 0.196512
328, 0.493361
329, 0.328565
330, 0.215230
331, 0.161940
332, 0.196032
333, 0.176017
334, 0.212130
335, 0.169494
336, 0.218144
337, 0.257704
338, 0.165043
339, 0.295951
340, 0.229716
341, 0.166250
342, 0.568978
343, 0.186261
344, 0.187829
345, 0.334047
346, 0.168649
347, 0.204362
348, 0.258297
349, 0.192455
350, 0.820813
351, 0.197302
352, 0.164133
353, 0.181884
354, 0.309510
355, 0.409073
356, 0.210042
357, 0.428924
358, 0.217818
359, 0.186446
360, 0.495238
361, 0.169056
362, 0.371649
363, 0.598781
364, 0.218684
365, 0.170897
366, 0.188939
367, 0.220158
368, 0.299871
369, 0.175160
370, 0.165433
371, 0.265855
372, 0.212739
373, 0.162329
374, 0.162168
375, 0.196251
376, 0.175877
377, 0.181619
378, 0.820849
379, 0.178583
380, 0.311801
381, 0.161466
382, 0.165711
383, 0.158391
384, 0.167642
385, 0.174888
386, 0.290673
387, 0.177171
388, 0.174487
389, 0.501445
