ID,Prediction
0, 0.28
1, 0.28
2, 0.24
3, 0.22
4, 0.14
5, 0.39
6, 0.15
7, 2.03
8, 2.52
9, 0.16
10, 0.92
11, 0.24
12, 0.85
13, 0.46
14, 0.63
15, 0.37
16, 0.22
17, 0.44
18, 0.13
19, 0.20
20, 0.35
21, 0.25
22, 0.27
23, 0.21
24, 0.21
25, 0.36
26, 0.39
27, 0.17
28, 0.19
29, 1.78
30, 0.19
31, 0.20
32, 0.13
33, 0.41
34, 0.48
35, 0.34
36, 0.30
37, 0.55
38, 1.05
39, 0.59
40, 0.18
41, 0.10
42, 0.32
43, 0.52
44, 0.32
45, 0.18
46, 0.20
47, 0.68
48, 0.60
49, 0.75
50, 0.56
51, 0.23
52, 0.36
53, 0.14
54, 1.18
55, 0.14
56, 0.73
57, 0.20
58, 0.31
59, 0.14
60, 1.34
61, 0.32
62, 0.30
63, 0.31
64, 0.31
65, 0.17
66, 0.58
67, 0.13
68, 0.30
69, 0.55
70, 0.60
71, 2.91
72, 0.48
73, 0.16
74, 0.14
75, 0.32
76, 0.15
77, 0.37
78, 0.18
79, 0.76
80, 0.22
81, 0.15
82, 0.22
83, 0.32
84, 0.28
85, 0.19
86, 1.71
87, 0.16
88, 0.15
89, 1.25
90, 0.20
91, 0.27
92, 0.29
93, 0.50
94, 0.11
95, 0.18
96, 0.31
97, 0.11
98, 0.13
99, 0.86
100, 0.31
101, 0.81
102, 0.34
103, 0.19
104, 0.18
105, 0.17
106, 0.22
107, 0.32
108, 0.18
109, 0.34
110, 0.41
111, 0.14
112, 0.14
113, 0.36
114, 0.53
115, 0.21
116, 0.15
117, 0.66
118, 0.22
119, 0.24
120, 0.36
121, 0.57
122, 0.90
123, 0.35
124, 0.29
125, 0.72
126, 0.20
127, 0.33
128, 0.38
129, 0.16
130, 0.48
131, 0.72
132, 0.21
133, 0.07
134, 0.16
135, 0.29
136, 0.21
137, 0.12
138, 0.18
139, 0.14
140, 0.12
141, 0.20
142, 1.37
143, 0.17
144, 0.18
145, 0.48
146, 1.07
147, 0.24
148, 0.12
149, 0.30
150, 0.47
151, 0.23
152, 0.75
153, 0.17
154, 0.91
155, 0.24
156, 0.44
157, 0.24
158, 0.11
159, 0.55
160, 0.46
161, 0.17
162, 0.25
163, 0.17
164, 0.18
165, 0.21
166, 0.11
167, 0.23
168, 0.39
169, 0.14
170, 0.17
171, 0.50
172, 0.15
173, 1.24
174, 0.29
175, 0.32
176, 0.30
177, 0.15
178, 0.59
179, 0.12
180, 0.29
181, 1.24
182, 0.34
183, 0.12
184, 0.64
185, 0.26
186, 0.41
187, 0.82
188, 0.40
189, 0.26
190, 2.49
191, 0.46
192, 1.49
193, 0.17
194, 0.32
195, 0.35
196, 0.19
197, 0.12
198, 0.48
199, 0.15
200, 0.15
201, 0.13
202, 0.48
203, 0.21
204, 0.88
205, 0.14
